Ensembl Gene ID	Ensembl Transcript ID	Associated Gene Name	Associated Transcript Name
ENSMUSG00000060427	ENSMUST00000150118	Zfp868	Zfp868-003
ENSMUSG00000060427	ENSMUST00000074982	Zfp868	Zfp868-201
ENSMUSG00000060450	ENSMUST00000171461	Rnf14	Rnf14-203
ENSMUSG00000060450	ENSMUST00000170811	Rnf14	Rnf14-202
ENSMUSG00000060450	ENSMUST00000072376	Rnf14	Rnf14-201
ENSMUSG00000060510	ENSMUST00000174462	Zfp266	Zfp266-001
ENSMUSG00000060510	ENSMUST00000068296	Zfp266	Zfp266-201
ENSMUSG00000060534	ENSMUST00000114943	Dcc	Dcc-001
ENSMUSG00000060534	ENSMUST00000073379	Dcc	Dcc-002
ENSMUSG00000060534	ENSMUST00000126030	Dcc	Dcc-003
ENSMUSG00000060601	ENSMUST00000107912	Nr1h2	Nr1h2-004
ENSMUSG00000060601	ENSMUST00000073488	Nr1h2	Nr1h2-001
ENSMUSG00000060601	ENSMUST00000107911	Nr1h2	Nr1h2-002
ENSMUSG00000060601	ENSMUST00000208322	Nr1h2	Nr1h2-018
ENSMUSG00000060601	ENSMUST00000107910	Nr1h2	Nr1h2-003
ENSMUSG00000060601	ENSMUST00000123358	Nr1h2	Nr1h2-006
ENSMUSG00000060601	ENSMUST00000128354	Nr1h2	Nr1h2-012
ENSMUSG00000060601	ENSMUST00000132769	Nr1h2	Nr1h2-005
ENSMUSG00000060601	ENSMUST00000137674	Nr1h2	Nr1h2-011
ENSMUSG00000060601	ENSMUST00000209017	Nr1h2	Nr1h2-013
ENSMUSG00000060601	ENSMUST00000208366	Nr1h2	Nr1h2-014
ENSMUSG00000060601	ENSMUST00000207550	Nr1h2	Nr1h2-016
ENSMUSG00000060601	ENSMUST00000207737	Nr1h2	Nr1h2-015
ENSMUSG00000060601	ENSMUST00000141901	Nr1h2	Nr1h2-007
ENSMUSG00000060601	ENSMUST00000128600	Nr1h2	Nr1h2-008
ENSMUSG00000060601	ENSMUST00000142298	Nr1h2	Nr1h2-010
ENSMUSG00000060601	ENSMUST00000136611	Nr1h2	Nr1h2-009
ENSMUSG00000060601	ENSMUST00000167197	Nr1h2	Nr1h2-201
ENSMUSG00000060630	ENSMUST00000080407	Zfp735	Zfp735-001
ENSMUSG00000060630	ENSMUST00000149560	Zfp735	Zfp735-002
ENSMUSG00000060630	ENSMUST00000145996	Zfp735	Zfp735-003
ENSMUSG00000060862	ENSMUST00000049583	Zbtb40	Zbtb40-001
ENSMUSG00000060862	ENSMUST00000145505	Zbtb40	Zbtb40-002
ENSMUSG00000060969	ENSMUST00000077337	Irx1	Irx1-001
ENSMUSG00000061079	ENSMUST00000169638	Zfp143	Zfp143-004
ENSMUSG00000061079	ENSMUST00000209252	Zfp143	Zfp143-005
ENSMUSG00000061079	ENSMUST00000211798	Zfp143	Zfp143-003
ENSMUSG00000061079	ENSMUST00000084727	Zfp143	Zfp143-002
ENSMUSG00000061079	ENSMUST00000209505	Zfp143	Zfp143-001
ENSMUSG00000061143	ENSMUST00000118075	Maml3	Maml3-002
ENSMUSG00000061143	ENSMUST00000121440	Maml3	Maml3-001
ENSMUSG00000061143	ENSMUST00000193568	Maml3	Maml3-003
ENSMUSG00000061315	ENSMUST00000092048	Naca	Naca-202
ENSMUSG00000061315	ENSMUST00000073868	Naca	Naca-201
ENSMUSG00000061360	ENSMUST00000023117	Phf5a	Phf5a-001
ENSMUSG00000061360	ENSMUST00000160415	Phf5a	Phf5a-002
ENSMUSG00000061371	ENSMUST00000210325	Zfp873	Zfp873-003
ENSMUSG00000061371	ENSMUST00000209622	Zfp873	Zfp873-001
ENSMUSG00000061371	ENSMUST00000211338	Zfp873	Zfp873-002
ENSMUSG00000061371	ENSMUST00000209614	Zfp873	Zfp873-004
ENSMUSG00000061371	ENSMUST00000105313	Zfp873	Zfp873-201
ENSMUSG00000061374	ENSMUST00000167804	Fiz1	Fiz1-004
ENSMUSG00000061374	ENSMUST00000077385	Fiz1	Fiz1-001
ENSMUSG00000061374	ENSMUST00000165320	Fiz1	Fiz1-002
ENSMUSG00000061374	ENSMUST00000208944	Fiz1	Fiz1-006
ENSMUSG00000061374	ENSMUST00000207030	Fiz1	Fiz1-005
ENSMUSG00000061374	ENSMUST00000207691	Fiz1	Fiz1-003
ENSMUSG00000061374	ENSMUST00000207946	Fiz1	Fiz1-009
ENSMUSG00000061374	ENSMUST00000209060	Fiz1	Fiz1-008
ENSMUSG00000061374	ENSMUST00000207412	Fiz1	Fiz1-007
ENSMUSG00000061436	ENSMUST00000161779	Hipk2	Hipk2-004
ENSMUSG00000061436	ENSMUST00000160962	Hipk2	Hipk2-001
ENSMUSG00000061436	ENSMUST00000162359	Hipk2	Hipk2-003
ENSMUSG00000061436	ENSMUST00000160360	Hipk2	Hipk2-002
ENSMUSG00000061436	ENSMUST00000159307	Hipk2	Hipk2-006
ENSMUSG00000061436	ENSMUST00000159894	Hipk2	Hipk2-007
ENSMUSG00000061436	ENSMUST00000114855	Hipk2	Hipk2-005
ENSMUSG00000061517	ENSMUST00000170662	Sox21	Sox21-001
ENSMUSG00000061524	ENSMUST00000075888	Zic2	Zic2-001
ENSMUSG00000061524	ENSMUST00000137059	Zic2	Zic2-002
ENSMUSG00000061544	ENSMUST00000182827	Zfp229	Zfp229-005
ENSMUSG00000061544	ENSMUST00000182334	Zfp229	Zfp229-003
ENSMUSG00000061544	ENSMUST00000182923	Zfp229	Zfp229-004
ENSMUSG00000061544	ENSMUST00000183192	Zfp229	Zfp229-002
ENSMUSG00000061544	ENSMUST00000182603	Zfp229	Zfp229-001
ENSMUSG00000061544	ENSMUST00000065871	Zfp229	Zfp229-201
ENSMUSG00000061589	ENSMUST00000105336	Dot1l	Dot1l-001
ENSMUSG00000061589	ENSMUST00000127740	Dot1l	Dot1l-002
ENSMUSG00000061589	ENSMUST00000147579	Dot1l	Dot1l-006
ENSMUSG00000061589	ENSMUST00000150338	Dot1l	Dot1l-003
ENSMUSG00000061589	ENSMUST00000163526	Dot1l	Dot1l-007
ENSMUSG00000061589	ENSMUST00000149394	Dot1l	Dot1l-004
ENSMUSG00000061589	ENSMUST00000138505	Dot1l	Dot1l-005
ENSMUSG00000061887	ENSMUST00000150915	Ssbp3	Ssbp3-005
ENSMUSG00000061887	ENSMUST00000030367	Ssbp3	Ssbp3-001
ENSMUSG00000061887	ENSMUST00000149926	Ssbp3	Ssbp3-017
ENSMUSG00000061887	ENSMUST00000072753	Ssbp3	Ssbp3-002
ENSMUSG00000061887	ENSMUST00000097934	Ssbp3	Ssbp3-006
ENSMUSG00000061887	ENSMUST00000132506	Ssbp3	Ssbp3-011
ENSMUSG00000061887	ENSMUST00000146659	Ssbp3	Ssbp3-003
ENSMUSG00000061887	ENSMUST00000148842	Ssbp3	Ssbp3-009
ENSMUSG00000061887	ENSMUST00000138475	Ssbp3	Ssbp3-008
ENSMUSG00000061887	ENSMUST00000141963	Ssbp3	Ssbp3-004
ENSMUSG00000061887	ENSMUST00000124936	Ssbp3	Ssbp3-007
ENSMUSG00000061887	ENSMUST00000131440	Ssbp3	Ssbp3-010
ENSMUSG00000061887	ENSMUST00000137786	Ssbp3	Ssbp3-012
ENSMUSG00000061887	ENSMUST00000131111	Ssbp3	Ssbp3-013
ENSMUSG00000061887	ENSMUST00000133827	Ssbp3	Ssbp3-014
ENSMUSG00000061887	ENSMUST00000156288	Ssbp3	Ssbp3-015
ENSMUSG00000061887	ENSMUST00000136487	Ssbp3	Ssbp3-016
ENSMUSG00000061894	ENSMUST00000084276	Zscan20	Zscan20-006
ENSMUSG00000061894	ENSMUST00000097877	Zscan20	Zscan20-001
ENSMUSG00000061894	ENSMUST00000135309	Zscan20	Zscan20-002
ENSMUSG00000061894	ENSMUST00000151226	Zscan20	Zscan20-005
ENSMUSG00000061894	ENSMUST00000147876	Zscan20	Zscan20-003
ENSMUSG00000061894	ENSMUST00000141040	Zscan20	Zscan20-004
ENSMUSG00000061898	ENSMUST00000049861	Rbak	Rbak-002
ENSMUSG00000061898	ENSMUST00000165318	Rbak	Rbak-001
ENSMUSG00000061898	ENSMUST00000166382	Rbak	Rbak-003
ENSMUSG00000061898	ENSMUST00000199880	Rbak	Rbak-004
ENSMUSG00000061911	ENSMUST00000049784	Myt1l	Myt1l-202
ENSMUSG00000061911	ENSMUST00000021009	Myt1l	Myt1l-201
ENSMUSG00000061969	ENSMUST00000072940	Gm5581	Gm5581-002
ENSMUSG00000061969	ENSMUST00000204992	Gm5581	Gm5581-001
ENSMUSG00000062012	ENSMUST00000057029	Zfp13	Zfp13-201
ENSMUSG00000062012	ENSMUST00000115516	Zfp13	Zfp13-202
ENSMUSG00000062040	ENSMUST00000162592	Zfp27	Zfp27-001
ENSMUSG00000062040	ENSMUST00000161904	Zfp27	Zfp27-004
ENSMUSG00000062040	ENSMUST00000053521	Zfp27	Zfp27-003
ENSMUSG00000062040	ENSMUST00000159920	Zfp27	Zfp27-002
ENSMUSG00000062040	ENSMUST00000160411	Zfp27	Zfp27-005
ENSMUSG00000062040	ENSMUST00000172448	Zfp27	Zfp27-201
ENSMUSG00000062101	ENSMUST00000056147	Zfp119b	Zfp119b-001
ENSMUSG00000062101	ENSMUST00000189452	Zfp119b	Zfp119b-002
ENSMUSG00000062116	ENSMUST00000056246	Zfp954	Zfp954-001
ENSMUSG00000062116	ENSMUST00000210142	Zfp954	Zfp954-002
ENSMUSG00000062175	ENSMUST00000081335	Tgif2	Tgif2-001
ENSMUSG00000062175	ENSMUST00000073352	Tgif2	Tgif2-002
ENSMUSG00000062175	ENSMUST00000150078	Tgif2	Tgif2-003
ENSMUSG00000062175	ENSMUST00000175634	Tgif2	Tgif2-005
ENSMUSG00000062175	ENSMUST00000176281	Tgif2	Tgif2-006
ENSMUSG00000062209	ENSMUST00000119142	Erbb4	Erbb4-002
ENSMUSG00000062209	ENSMUST00000121473	Erbb4	Erbb4-001
ENSMUSG00000062209	ENSMUST00000153432	Erbb4	Erbb4-004
ENSMUSG00000062209	ENSMUST00000131148	Erbb4	Erbb4-005
ENSMUSG00000062209	ENSMUST00000126682	Erbb4	Erbb4-003
ENSMUSG00000062224	ENSMUST00000075909	4933411G06Rik	4933411G06Rik-001
ENSMUSG00000062312	ENSMUST00000058295	Erbb2	Erbb2-001
ENSMUSG00000062312	ENSMUST00000136032	Erbb2	Erbb2-002
ENSMUSG00000062312	ENSMUST00000138066	Erbb2	Erbb2-003
ENSMUSG00000062327	ENSMUST00000074667	T	T-001
ENSMUSG00000062327	ENSMUST00000136922	T	T-002
ENSMUSG00000062327	ENSMUST00000177118	T	T-003
ENSMUSG00000062518	ENSMUST00000117638	Zfp534	Zfp534-001
ENSMUSG00000062519	ENSMUST00000146202	Zfp398	Zfp398-003
ENSMUSG00000062519	ENSMUST00000079881	Zfp398	Zfp398-001
ENSMUSG00000062519	ENSMUST00000114598	Zfp398	Zfp398-002
ENSMUSG00000062588	ENSMUST00000078030	Gm6104	Gm6104-001
ENSMUSG00000062627	ENSMUST00000075872	Mysm1	Mysm1-001
ENSMUSG00000062627	ENSMUST00000124820	Mysm1	Mysm1-003
ENSMUSG00000062627	ENSMUST00000125427	Mysm1	Mysm1-004
ENSMUSG00000062627	ENSMUST00000149954	Mysm1	Mysm1-002
ENSMUSG00000062627	ENSMUST00000134730	Mysm1	Mysm1-007
ENSMUSG00000062627	ENSMUST00000155935	Mysm1	Mysm1-009
ENSMUSG00000062627	ENSMUST00000132758	Mysm1	Mysm1-008
ENSMUSG00000062627	ENSMUST00000131575	Mysm1	Mysm1-006
ENSMUSG00000062627	ENSMUST00000136130	Mysm1	Mysm1-005
ENSMUSG00000062743	ENSMUST00000056107	Zfp677	Zfp677-002
ENSMUSG00000062743	ENSMUST00000162659	Zfp677	Zfp677-001
ENSMUSG00000062761	ENSMUST00000202061	Zfp512	Zfp512-003
ENSMUSG00000062761	ENSMUST00000076264	Zfp512	Zfp512-001
ENSMUSG00000062761	ENSMUST00000201450	Zfp512	Zfp512-008
ENSMUSG00000062761	ENSMUST00000201859	Zfp512	Zfp512-007
ENSMUSG00000062761	ENSMUST00000202244	Zfp512	Zfp512-006
ENSMUSG00000062761	ENSMUST00000201599	Zfp512	Zfp512-002
ENSMUSG00000062761	ENSMUST00000201945	Zfp512	Zfp512-004
ENSMUSG00000062761	ENSMUST00000200782	Zfp512	Zfp512-005
ENSMUSG00000062794	ENSMUST00000086281	Zfp599	Zfp599-001
ENSMUSG00000062861	ENSMUST00000081022	Zfp28	Zfp28-001
ENSMUSG00000062861	ENSMUST00000207086	Zfp28	Zfp28-002
ENSMUSG00000062861	ENSMUST00000208949	Zfp28	Zfp28-006
ENSMUSG00000062861	ENSMUST00000207465	Zfp28	Zfp28-003
ENSMUSG00000062861	ENSMUST00000208338	Zfp28	Zfp28-004
ENSMUSG00000062861	ENSMUST00000207809	Zfp28	Zfp28-005
ENSMUSG00000062906	ENSMUST00000129398	Hdac10	Hdac10-002
ENSMUSG00000062906	ENSMUST00000082197	Hdac10	Hdac10-001
ENSMUSG00000062906	ENSMUST00000143465	Hdac10	Hdac10-003
ENSMUSG00000062906	ENSMUST00000128908	Hdac10	Hdac10-004
ENSMUSG00000062906	ENSMUST00000134111	Hdac10	Hdac10-005
ENSMUSG00000062906	ENSMUST00000109347	Hdac10	Hdac10-007
ENSMUSG00000062906	ENSMUST00000138245	Hdac10	Hdac10-006
ENSMUSG00000062906	ENSMUST00000153195	Hdac10	Hdac10-008
ENSMUSG00000062931	ENSMUST00000041264	Zfp938	Zfp938-001
ENSMUSG00000062931	ENSMUST00000156218	Zfp938	Zfp938-002
ENSMUSG00000062939	ENSMUST00000168302	Stat4	Stat4-001
ENSMUSG00000062939	ENSMUST00000027277	Stat4	Stat4-002
ENSMUSG00000062939	ENSMUST00000187053	Stat4	Stat4-003
ENSMUSG00000062939	ENSMUST00000187554	Stat4	Stat4-005
ENSMUSG00000062944	ENSMUST00000078816	9130023H24Rik	9130023H24Rik-001
ENSMUSG00000063047	ENSMUST00000205874	Zfp780b	Zfp780b-002
ENSMUSG00000063047	ENSMUST00000206685	Zfp780b	Zfp780b-001
ENSMUSG00000063047	ENSMUST00000205431	Zfp780b	Zfp780b-003
ENSMUSG00000063047	ENSMUST00000207098	Zfp780b	Zfp780b-004
ENSMUSG00000063047	ENSMUST00000081618	Zfp780b	Zfp780b-201
ENSMUSG00000063049	ENSMUST00000146625	Ing2	Ing2-003
ENSMUSG00000063049	ENSMUST00000080353	Ing2	Ing2-001
ENSMUSG00000063049	ENSMUST00000125536	Ing2	Ing2-002
ENSMUSG00000063060	ENSMUST00000079652	Sox7	Sox7-201
ENSMUSG00000063108	ENSMUST00000159569	Zfp26	Zfp26-001
ENSMUSG00000063108	ENSMUST00000098970	Zfp26	Zfp26-002
ENSMUSG00000063108	ENSMUST00000075263	Zfp26	Zfp26-004
ENSMUSG00000063108	ENSMUST00000160370	Zfp26	Zfp26-005
ENSMUSG00000063108	ENSMUST00000161248	Zfp26	Zfp26-003
ENSMUSG00000063108	ENSMUST00000162438	Zfp26	Zfp26-006
ENSMUSG00000063245	ENSMUST00000130825	Gm13248	Gm13248-001
ENSMUSG00000063245	ENSMUST00000070932	Gm13248	Gm13248-201
ENSMUSG00000063281	ENSMUST00000074941	Zfp35	Zfp35-001
ENSMUSG00000063382	ENSMUST00000074989	Bcl9l	Bcl9l-201
ENSMUSG00000063383	ENSMUST00000080249	Zfp947	Zfp947-001
ENSMUSG00000063488	ENSMUST00000063980	Zkscan7	Zkscan7-201
ENSMUSG00000063524	ENSMUST00000150175	Eno1	Eno1-004
ENSMUSG00000063524	ENSMUST00000080926	Eno1	Eno1-001
ENSMUSG00000063524	ENSMUST00000130632	Eno1	Eno1-003
ENSMUSG00000063524	ENSMUST00000133839	Eno1	Eno1-006
ENSMUSG00000063524	ENSMUST00000148605	Eno1	Eno1-009
ENSMUSG00000063524	ENSMUST00000141931	Eno1	Eno1-005
ENSMUSG00000063524	ENSMUST00000080149	Eno1	Eno1-002
ENSMUSG00000063524	ENSMUST00000135063	Eno1	Eno1-010
ENSMUSG00000063524	ENSMUST00000133789	Eno1	Eno1-007
ENSMUSG00000063524	ENSMUST00000151057	Eno1	Eno1-008
ENSMUSG00000063524	ENSMUST00000136310	Eno1	Eno1-011
ENSMUSG00000063535	ENSMUST00000211240	Zfp773	Zfp773-002
ENSMUSG00000063535	ENSMUST00000032622	Zfp773	Zfp773-001
ENSMUSG00000063568	ENSMUST00000128282	Jazf1	Jazf1-003
ENSMUSG00000063568	ENSMUST00000136250	Jazf1	Jazf1-002
ENSMUSG00000063568	ENSMUST00000074541	Jazf1	Jazf1-001
ENSMUSG00000063632	ENSMUST00000079063	Sox11	Sox11-001
ENSMUSG00000063659	ENSMUST00000195002	Zbtb18	Zbtb18-003
ENSMUSG00000063659	ENSMUST00000195549	Zbtb18	Zbtb18-004
ENSMUSG00000063659	ENSMUST00000194319	Zbtb18	Zbtb18-005
ENSMUSG00000063659	ENSMUST00000192699	Zbtb18	Zbtb18-006
ENSMUSG00000063659	ENSMUST00000094276	Zbtb18	Zbtb18-001
ENSMUSG00000063659	ENSMUST00000192851	Zbtb18	Zbtb18-012
ENSMUSG00000063659	ENSMUST00000193480	Zbtb18	Zbtb18-009
ENSMUSG00000063659	ENSMUST00000195388	Zbtb18	Zbtb18-010
ENSMUSG00000063659	ENSMUST00000193440	Zbtb18	Zbtb18-011
ENSMUSG00000063659	ENSMUST00000195612	Zbtb18	Zbtb18-007
ENSMUSG00000063659	ENSMUST00000194269	Zbtb18	Zbtb18-008
ENSMUSG00000063659	ENSMUST00000077225	Zbtb18	Zbtb18-002
ENSMUSG00000063672	ENSMUST00000071588	Nkx6-3	Nkx6-3-001
ENSMUSG00000063804	ENSMUST00000079390	Lin28b	Lin28b-201
ENSMUSG00000063870	ENSMUST00000112392	Chd4	Chd4-002
ENSMUSG00000063870	ENSMUST00000056889	Chd4	Chd4-001
ENSMUSG00000063870	ENSMUST00000112390	Chd4	Chd4-003
ENSMUSG00000063870	ENSMUST00000155932	Chd4	Chd4-005
ENSMUSG00000063870	ENSMUST00000155261	Chd4	Chd4-004
ENSMUSG00000063870	ENSMUST00000138968	Chd4	Chd4-006
ENSMUSG00000063870	ENSMUST00000124317	Chd4	Chd4-008
ENSMUSG00000063870	ENSMUST00000132794	Chd4	Chd4-007
ENSMUSG00000063889	ENSMUST00000151311	Crem	Crem-020
ENSMUSG00000063889	ENSMUST00000150235	Crem	Crem-001
ENSMUSG00000063889	ENSMUST00000122958	Crem	Crem-015
ENSMUSG00000063889	ENSMUST00000154135	Crem	Crem-004
ENSMUSG00000063889	ENSMUST00000140332	Crem	Crem-025
ENSMUSG00000063889	ENSMUST00000140912	Crem	Crem-005
ENSMUSG00000063889	ENSMUST00000154470	Crem	Crem-006
ENSMUSG00000063889	ENSMUST00000129435	Crem	Crem-021
ENSMUSG00000063889	ENSMUST00000151084	Crem	Crem-023
ENSMUSG00000063889	ENSMUST00000131899	Crem	Crem-002
ENSMUSG00000063889	ENSMUST00000130599	Crem	Crem-032
ENSMUSG00000063889	ENSMUST00000124747	Crem	Crem-029
ENSMUSG00000063889	ENSMUST00000049942	Crem	Crem-031
ENSMUSG00000063889	ENSMUST00000127601	Crem	Crem-019
ENSMUSG00000063889	ENSMUST00000147138	Crem	Crem-022
ENSMUSG00000063889	ENSMUST00000156234	Crem	Crem-012
ENSMUSG00000063889	ENSMUST00000152900	Crem	Crem-003
ENSMUSG00000063889	ENSMUST00000130455	Crem	Crem-008
ENSMUSG00000063889	ENSMUST00000137568	Crem	Crem-009
ENSMUSG00000063889	ENSMUST00000146265	Crem	Crem-010
ENSMUSG00000063889	ENSMUST00000134027	Crem	Crem-007
ENSMUSG00000063889	ENSMUST00000152108	Crem	Crem-034
ENSMUSG00000063889	ENSMUST00000136961	Crem	Crem-035
ENSMUSG00000063889	ENSMUST00000144496	Crem	Crem-028
ENSMUSG00000063889	ENSMUST00000123672	Crem	Crem-033
ENSMUSG00000063889	ENSMUST00000139537	Crem	Crem-030
ENSMUSG00000063889	ENSMUST00000148305	Crem	Crem-011
ENSMUSG00000063889	ENSMUST00000154705	Crem	Crem-024
ENSMUSG00000063889	ENSMUST00000126578	Crem	Crem-036
ENSMUSG00000063889	ENSMUST00000154715	Crem	Crem-027
ENSMUSG00000063889	ENSMUST00000149266	Crem	Crem-018
ENSMUSG00000063889	ENSMUST00000130047	Crem	Crem-017
ENSMUSG00000063889	ENSMUST00000156929	Crem	Crem-016
ENSMUSG00000063889	ENSMUST00000149803	Crem	Crem-013
ENSMUSG00000063889	ENSMUST00000142690	Crem	Crem-014
ENSMUSG00000063889	ENSMUST00000132334	Crem	Crem-026
ENSMUSG00000063889	ENSMUST00000025069	Crem	Crem-201
ENSMUSG00000063889	ENSMUST00000165086	Crem	Crem-203
ENSMUSG00000063889	ENSMUST00000082141	Crem	Crem-202
ENSMUSG00000063894	ENSMUST00000045228	Zkscan8	Zkscan8-001
ENSMUSG00000063894	ENSMUST00000156674	Zkscan8	Zkscan8-003
ENSMUSG00000063894	ENSMUST00000110481	Zkscan8	Zkscan8-002
ENSMUSG00000063905	ENSMUST00000081471	Gm10139	Gm10139-201
ENSMUSG00000063972	ENSMUST00000112877	Nr6a1	Nr6a1-001
ENSMUSG00000063972	ENSMUST00000123342	Nr6a1	Nr6a1-008
ENSMUSG00000063972	ENSMUST00000128688	Nr6a1	Nr6a1-007
ENSMUSG00000063972	ENSMUST00000142113	Nr6a1	Nr6a1-003
ENSMUSG00000063972	ENSMUST00000132636	Nr6a1	Nr6a1-004
ENSMUSG00000063972	ENSMUST00000142130	Nr6a1	Nr6a1-002
ENSMUSG00000063972	ENSMUST00000156301	Nr6a1	Nr6a1-006
ENSMUSG00000063972	ENSMUST00000203202	Nr6a1	Nr6a1-009
ENSMUSG00000063972	ENSMUST00000123099	Nr6a1	Nr6a1-005
ENSMUSG00000063972	ENSMUST00000168098	Nr6a1	Nr6a1-202
ENSMUSG00000063972	ENSMUST00000076275	Nr6a1	Nr6a1-201
ENSMUSG00000064043	ENSMUST00000188947	Trerf1	Trerf1-005
ENSMUSG00000064043	ENSMUST00000190080	Trerf1	Trerf1-001
ENSMUSG00000064043	ENSMUST00000191153	Trerf1	Trerf1-003
ENSMUSG00000064043	ENSMUST00000188730	Trerf1	Trerf1-004
ENSMUSG00000064043	ENSMUST00000190020	Trerf1	Trerf1-002
ENSMUSG00000064043	ENSMUST00000077951	Trerf1	Trerf1-201
ENSMUSG00000064127	ENSMUST00000096495	Med14	Med14-003
ENSMUSG00000064127	ENSMUST00000115481	Med14	Med14-002
ENSMUSG00000064127	ENSMUST00000124053	Med14	Med14-001
ENSMUSG00000064127	ENSMUST00000124070	Med14	Med14-004
ENSMUSG00000064127	ENSMUST00000076016	Med14	Med14-005
ENSMUSG00000064137	ENSMUST00000071885	Rhox8	Rhox8-001
ENSMUSG00000064141	ENSMUST00000106280	Zfp69	Zfp69-001
ENSMUSG00000064141	ENSMUST00000130702	Zfp69	Zfp69-002
ENSMUSG00000064141	ENSMUST00000132839	Zfp69	Zfp69-003
ENSMUSG00000064141	ENSMUST00000106281	Zfp69	Zfp69-201
ENSMUSG00000064194	ENSMUST00000205912	Zfp936	Zfp936-003
ENSMUSG00000064194	ENSMUST00000202535	Zfp936	Zfp936-001
ENSMUSG00000064194	ENSMUST00000200973	Zfp936	Zfp936-002
ENSMUSG00000064194	ENSMUST00000072829	Zfp936	Zfp936-201
ENSMUSG00000065999	ENSMUST00000139784	Gm13154	Gm13154-003
ENSMUSG00000065999	ENSMUST00000143885	Gm13154	Gm13154-002
ENSMUSG00000065999	ENSMUST00000081742	Gm13154	Gm13154-001
ENSMUSG00000066000	ENSMUST00000105720	2610305D13Rik	2610305D13Rik-001
ENSMUSG00000066000	ENSMUST00000133006	2610305D13Rik	2610305D13Rik-002
ENSMUSG00000066000	ENSMUST00000127826	2610305D13Rik	2610305D13Rik-003
ENSMUSG00000066000	ENSMUST00000037565	2610305D13Rik	2610305D13Rik-201
ENSMUSG00000066007	ENSMUST00000151278	Zfp600	Zfp600-002
ENSMUSG00000066007	ENSMUST00000092750	Zfp600	Zfp600-001
ENSMUSG00000066007	ENSMUST00000131932	Zfp600	Zfp600-003
ENSMUSG00000066007	ENSMUST00000168483	Zfp600	Zfp600-201
ENSMUSG00000066009	ENSMUST00000154939	Gm13051	Gm13051-003
ENSMUSG00000066009	ENSMUST00000105730	Gm13051	Gm13051-004
ENSMUSG00000066009	ENSMUST00000091878	Gm13051	Gm13051-002
ENSMUSG00000066224	ENSMUST00000084698	Arid3c	Arid3c-001
ENSMUSG00000066224	ENSMUST00000150809	Arid3c	Arid3c-002
ENSMUSG00000066224	ENSMUST00000159930	Arid3c	Arid3c-003
ENSMUSG00000066224	ENSMUST00000171251	Arid3c	Arid3c-201
ENSMUSG00000066551	ENSMUST00000085546	Hmgb1	Hmgb1-001
ENSMUSG00000066551	ENSMUST00000110505	Hmgb1	Hmgb1-003
ENSMUSG00000066551	ENSMUST00000093196	Hmgb1	Hmgb1-002
ENSMUSG00000066551	ENSMUST00000202133	Hmgb1	Hmgb1-010
ENSMUSG00000066551	ENSMUST00000155086	Hmgb1	Hmgb1-009
ENSMUSG00000066551	ENSMUST00000139443	Hmgb1	Hmgb1-006
ENSMUSG00000066551	ENSMUST00000138553	Hmgb1	Hmgb1-007
ENSMUSG00000066551	ENSMUST00000133667	Hmgb1	Hmgb1-004
ENSMUSG00000066551	ENSMUST00000125605	Hmgb1	Hmgb1-008
ENSMUSG00000066551	ENSMUST00000123645	Hmgb1	Hmgb1-005
ENSMUSG00000066613	ENSMUST00000112540	Zfp932	Zfp932-001
ENSMUSG00000066613	ENSMUST00000099484	Zfp932	Zfp932-002
ENSMUSG00000066613	ENSMUST00000125213	Zfp932	Zfp932-004
ENSMUSG00000066613	ENSMUST00000143639	Zfp932	Zfp932-005
ENSMUSG00000066613	ENSMUST00000142180	Zfp932	Zfp932-006
ENSMUSG00000066613	ENSMUST00000112536	Zfp932	Zfp932-003
ENSMUSG00000066613	ENSMUST00000187241	Zfp932	Zfp932-201
ENSMUSG00000066687	ENSMUST00000093852	Zbtb16	Zbtb16-201
ENSMUSG00000066721	ENSMUST00000094705	Zfp575	Zfp575-001
ENSMUSG00000066772	ENSMUST00000174443	Obox3	Obox3-001
ENSMUSG00000066772	ENSMUST00000182148	Obox3	Obox3-006
ENSMUSG00000066772	ENSMUST00000173912	Obox3	Obox3-002
ENSMUSG00000066772	ENSMUST00000173395	Obox3	Obox3-003
ENSMUSG00000066772	ENSMUST00000174151	Obox3	Obox3-004
ENSMUSG00000066772	ENSMUST00000174842	Obox3	Obox3-005
ENSMUSG00000066772	ENSMUST00000095217	Obox3	Obox3-202
ENSMUSG00000066772	ENSMUST00000086122	Obox3	Obox3-201
ENSMUSG00000066797	ENSMUST00000086195	Zfp648	Zfp648-001
ENSMUSG00000066798	ENSMUST00000112932	Zbtb6	Zbtb6-001
ENSMUSG00000066798	ENSMUST00000053098	Zbtb6	Zbtb6-201
ENSMUSG00000066829	ENSMUST00000086278	Zfp810	Zfp810-201
ENSMUSG00000066838	ENSMUST00000074455	Zfp772	Zfp772-001
ENSMUSG00000066880	ENSMUST00000131544	Zfp617	Zfp617-002
ENSMUSG00000066880	ENSMUST00000119003	Zfp617	Zfp617-001
ENSMUSG00000067071	ENSMUST00000132188	Hes6	Hes6-004
ENSMUSG00000067071	ENSMUST00000086851	Hes6	Hes6-001
ENSMUSG00000067071	ENSMUST00000126136	Hes6	Hes6-005
ENSMUSG00000067071	ENSMUST00000155752	Hes6	Hes6-003
ENSMUSG00000067071	ENSMUST00000150520	Hes6	Hes6-002
